year,geo,Mode 1/4,Mode 2,Mode 3
2000,AGO,11.7587624511575,0.053333043589021,4.04758012145394
2000,ARE,3.1036741444545,0.934298264326306,2.70615245176307
2000,ARG,1.96609571890291,0.923073035960614,3.65133700804197
2000,AUS,2.69813350503325,1.09704857087998,4.27208964011845
2000,AUT,4.58537361736361,2.17051014861748,3.22957336874764
2000,BEL,5.94866092727123,1.74786077647438,3.302037145618
2000,BGD,2.74776770053431,0.326392927335453,1.68590830628093
2000,BGR,4.12072274188841,3.39894590368626,1.68902890260317
2000,BLR,4.86696748185119,0.782487780232976,1.96086007058517
2000,BRA,1.63864584192692,0.423672548633998,1.52126631757227
2000,BRN,5.65249540989893,3.34414764312315,4.99502888571749
2000,CAN,3.59972877554781,1.33702273269636,4.9365552530703
2000,CHE,5.56159093011766,1.59543713310931,7.2706081809877
2000,CHL,3.54616917894811,0.582357755797801,3.28311612358746
2000,CHN,0.860134403586076,1.3534636272809,0.536372240757643
2000,CIV,4.01624704960019,0.578247224443905,4.11402526488222
2000,CMR,3.48791066771296,0.3642958369682,3.86904409654878
2000,COD,1.92402974734045,1.41766050682585,2.49277394828316
2000,COL,1.98627514038213,2.37977931236033,1.74252070140551
2000,CRI,4.53426921588751,1.31012078895904,2.37990501958066
2000,CYP,6.68929029029573,4.65683418446095,1.13773561229756
2000,CZE,4.79785499749115,0.935239349500678,5.64250997380089
2000,DEU,3.25671381183208,1.41252510767138,1.41943355339311
2000,DNK,3.92816916381802,1.53844886518963,3.28779928776773
2000,EGY,4.48641634166059,0.767490470911054,2.6591142205328
2000,ESP,3.41922170588358,0.704649948699421,1.96616591603445
2000,EST,4.47572252678986,2.81547829553987,4.96732297881762
2000,FIN,3.64745370788494,0.702870735152907,3.40987435045607
2000,FRA,2.59703386827652,1.34806447209068,2.47242574951447
2000,GBR,3.26558130902276,1.71191153163184,4.7298614798062
2000,GRC,3.92100506932544,2.94934695517282,2.1355211759741
2000,HKG,3.17931438853117,4.48485911376608,10.1138522454317
2000,HRV,3.78168774510835,1.74501883827732,1.28595890876415
2000,HUN,5.64239300636588,2.52543039375323,4.01131449881083
2000,IDN,2.94577304528581,0.830994452113296,2.65835681785133
2000,IND,1.28484401389853,0.478744765363454,0.435189875739998
2000,IRL,6.65973962769349,1.69931693090404,4.56689535062143
2000,ISL,4.63062062382434,3.85873050310116,0.823917141075476
2000,ISR,4.10542801847163,1.51345646584952,1.57144883153537
2000,ITA,2.44061087630609,0.831674815124366,1.70567924270931
2000,JOR,7.64782481785789,3.40132254614073,2.87203770238196
2000,JPN,1.16067813350191,0.422655999266449,0.46567466808628
2000,KAZ,5.12299299321376,1.50916470300375,3.39928137031783
2000,KHM,9.71064563362868,0.690937712170024,4.20756701100078
2000,KOR,2.59188757774239,0.759109719385351,0.889031761326192
2000,LAO,4.44995798791246,0.286808702791824,5.29180756204558
2000,LTU,3.65028597563996,1.30617135716724,3.67776740237035
2000,LUX,6.20024610927462,3.68918985658829,4.05789859961556
2000,LVA,4.31410199778384,2.09971590646464,3.58880101742194
2000,MAR,3.97277211951149,0.656757785724665,2.30184348175693
2000,MEX,2.48102276151821,0.675422053413149,2.33977129418955
2000,MLT,7.91091920242525,1.89113892695818,2.40928103623002
2000,MMR,5.53420007424674,0.13619589771782,2.5483903806051
2000,MYS,5.04803639642664,1.58354101138154,2.12881543515619
2000,NGA,1.64428648993249,0.583222034463614,0.947079773932945
2000,NLD,5.04487015193806,1.75284304630918,2.2444684239312
2000,NOR,3.19011228564828,1.48828381899196,4.31781740955901
2000,NZL,3.71240565091693,1.48088819889327,5.5037976107348
2000,PAK,2.11315485003693,0.217366425689824,1.30091040518485
