year,geo,Backward (Cross-border),Backward (Mode 3),Forward (Cross-border),Forward (Mode 3)
2023,ISR,10.2785363658362,8.28995770777362,16.6613008778619,3.1658916982304
2023,ITA,11.079386998149,7.66470534677825,11.590779556485,5.2732771292252
2023,JOR,13.196284815774,5.29116241361706,5.59729897389886,0.988001021537554
2023,JPN,7.65459036679923,3.28319742383971,13.5018275337166,11.9109006003013
2023,KAZ,5.44383446383634,5.53834379563416,13.2913605583395,0.931229650507838
2023,KHM,13.3341912354546,3.84397274328573,5.09348048206884,0.293332965747495
2023,KOR,12.6624827665772,1.54345909255372,8.9213109718405,5.24122215640692
2023,LAO,8.61728156418269,2.54444855940412,3.86084441788333,0.364876382305918
2023,LTU,17.8102795631467,9.30562361457602,15.8224218495207,2.80968138800771
2023,LUX,58.9273671107235,13.3564128587225,9.30480107091623,16.5974353926897
2023,LVA,13.5952371734862,14.3225509849123,16.8477438103745,3.39113826677941
2023,MAR,14.2874698432892,4.72369112311117,7.95407563539912,0.800823363094838
2023,MEX,12.1148844042183,4.31376646492068,4.20020732174965,1.54994572292863
2023,MLT,40.1395286375022,21.1681544042969,11.3388490956089,4.57373639885335
2023,MMR,6.02154941048867,1.55250755745616,5.22409385731324,0.443903572136146
2023,MYS,14.0516380948721,4.63957454953636,9.46055138999629,1.96103361798911
2023,NGA,7.11312457335361,1.50393262170538,14.3598897131104,0.633797362459624
2023,NLD,16.881513174978,14.0099872347973,17.1885615896412,22.7615356217956
2023,NOR,8.39093154488143,7.10785977360798,9.7163933383741,6.7559189896595
2023,NZL,7.57066191166025,14.0711146411386,7.95727174324247,5.14884366028802
2023,PAK,3.16169300526731,2.30881408498809,6.40070893674469,0.880091533735495
2023,PER,6.08626338053917,4.41179071161677,6.93712576409263,0.460956330001711
2023,PHL,11.5461417051361,6.59588846356288,15.1568509415625,0.781758414050679
2023,POL,15.2544427573351,9.48076180839513,13.4688221079693,0.922952777809212
2023,PRT,15.4457816137793,11.5709355834257,11.160543387635,2.26195392118983
2023,ROU,12.9986336987094,12.4321601670751,16.6331374897697,0.354985752304999
2023,RUS,4.02360777414382,2.25000398097044,14.4231228787415,2.57815715191611
2023,SAU,4.29970578818223,1.56282824371153,5.18385131656745,4.07436102544475
2023,SEN,14.7013867446555,4.14059313948587,6.08732759504234,0.193549382162506
2023,SGP,30.850030486242,11.5303512729118,12.768788392949,7.36360817353993
2023,STP,4.25152813975018,23.2989349653499,10.0072429356533,13.8337133315051
2023,SVK,21.8609859032619,8.83333325156178,9.39132883580535,1.21983923510543
2023,SVN,18.6109236138261,7.08318014662141,11.3472331384286,1.85322983241657
2023,SWE,16.1979856908575,12.2585327717448,14.5914296245854,14.9955281590021
2023,THA,16.2557064004382,3.9426390137765,6.29489738214171,0.872307914243711
2023,TUN,13.5681611990509,5.34543789832521,6.20696339882674,1.00904566197887
2023,TUR,9.3907535109128,4.84437195499742,10.2459897977574,1.37629259117157
2023,TWN,11.7648000654349,4.92221917470204,10.3247766887616,2.27243041434103
2023,UKR,13.0940592096114,4.42648711241616,10.4364113388575,2.23112075823889
2023,USA,3.47801549476737,4.05214187245908,17.7344440137123,27.6886708533053
2023,VNM,17.4961136637842,1.19262157365314,2.11399636335826,0.247489429843701
2023,ZAF,10.6930576979902,6.75915116531414,10.0939629427839,4.03766196111817
2023,ROW,8.09602237067783,1.97857008600187,6.86138448297213,0.659069703448641
2023,EU27,9.37395300372995,6.18401014463869,9.4071709972823,8.9505107809321
