year,geo,isic,MOS3_to_xborder
2000,BEL,J58T60,2.16031666162541
2000,BEL,J61,0.430850237484521
2000,BEL,J62T63,0.563683259540566
2000,BEL,K64T66,0.514556841739797
2000,BEL,L68,1.22221080494956
2000,BEL,M69T75,0.243711529822145
2000,BEL,N77T82,0.250619682642918
2000,BEL,P85,0.00210464610087046
2000,BEL,Q86T88,0.0233574740146725
2000,BEL,R90T93,0.00591073461533241
2000,BEL,S94T96,0.0216977905312698
2000,BGD,F41T43,0.170805550955642
2000,BGD,G45T47,0.00854008118961645
2000,BGD,H49,0.00885672440482433
2000,BGD,H50,0.00606265286797092
2000,BGD,H51,0.0102101252230267
2000,BGD,H52,0.0273811914164682
2000,BGD,H53,0.552094436024736
2000,BGD,I55T56,0.0411551119971949
2000,BGD,J58T60,0.0321360281086447
2000,BGD,J61,0.0324099956131043
2000,BGD,J62T63,0.0158760142519043
2000,BGD,K64T66,0.102837227682321
2000,BGD,L68,0.0241672224986264
2000,BGD,M69T75,0.00435985304885243
2000,BGD,N77T82,0.0042278003168635
2000,BGD,P85,0.388122686623726
2000,BGD,Q86T88,0.382513754855408
2000,BGD,R90T93,0.0526758894493285
2000,BGD,S94T96,0.120305398713133
2000,BGR,F41T43,0.00158663469780474
2000,BGR,G45T47,0.0628733954069944
2000,BGR,H49,0.000689838955238802
2000,BGR,H50,7.98527609685157e-05
2000,BGR,H51,0.000138817053099467
2000,BGR,H52,4.01571791097669e-05
2000,BGR,H53,0.0010806799321546
2000,BGR,I55T56,2.65552775675325e-05
2000,BGR,J58T60,0.0325586730715566
2000,BGR,J61,0.00112169177848271
2000,BGR,J62T63,0.000578320451932661
2000,BGR,K64T66,0.0179192539051113
2000,BGR,L68,0.000330142827864658
2000,BGR,M69T75,0.00130223543650599
2000,BGR,N77T82,0.0650694896336775
2000,BGR,P85,0.00482916815494065
2000,BGR,Q86T88,0.00121920003665871
2000,BGR,R90T93,0.00437991378706836
2000,BGR,S94T96,0.00098693274665251
2000,BLR,F41T43,0.0803213508018096
2000,BLR,G45T47,0.0136808693790813
2000,BLR,H49,0.00577354339178229
2000,BLR,H50,0.00220237959993144
2000,BLR,H51,0.0367949299925823
2000,BLR,H52,0.0095106860783311
2000,BLR,H53,4.27619114584778
2000,BLR,I55T56,0.0188990327255498
2000,BLR,J58T60,0.010137456161538
2000,BLR,J61,0.014811493008741
2000,BLR,J62T63,0.00666088094989549
2000,BLR,K64T66,0.0501955340671693
2000,BLR,L68,0.0203723508086225
2000,BLR,M69T75,0.00510796945186161
2000,BLR,N77T82,0.00758237408345109
2000,BLR,P85,0.953003153506954
2000,BLR,Q86T88,0.444482378621761
2000,BLR,R90T93,0.0334891075486945
2000,BLR,S94T96,0.101400286449198
2000,BRA,F41T43,118.340341314533
2000,BRA,G45T47,0.293992008499313
2000,BRA,H49,0.0801253476299606
2000,BRA,H50,0.103157545175695
2000,BRA,H51,0.0986944021345382
2000,BRA,H52,0.242608510308855
2000,BRA,H53,8.09679657505627
2000,BRA,I55T56,0.876943399173672
2000,BRA,J58T60,0.87280267562274
2000,BRA,J61,1.83486854154331
2000,BRA,J62T63,2.77179002359895
2000,BRA,K64T66,2.91607246892171
2000,BRA,L68,13.0935323558061
2000,BRA,M69T75,0.150220206406928
2000,BRA,N77T82,0.288587981181426
2000,BRA,P85,0.0224787792023813
2000,BRA,Q86T88,2.69226184728761
2000,BRA,R90T93,0.454145947230319
2000,BRA,S94T96,2.06844253293574
2000,BRN,F41T43,108.521968868129
2000,BRN,G45T47,3.70357960094846
2000,BRN,H49,0.437741421231229
2000,BRN,H50,0.764029046942415
2000,BRN,H51,0.267370726322708
2000,BRN,H52,1.21756735270589
2000,BRN,H53,0.277408150873652
2000,BRN,I55T56,0.416801876160018
2000,BRN,J58T60,3.54106614498623
2000,BRN,J61,1.81981257515599
2000,BRN,J62T63,1.61461067733558
2000,BRN,K64T66,11.3622151845712
2000,BRN,L68,1.34217511908012
2000,BRN,M69T75,0.354074639356535
2000,BRN,N77T82,0.538028775984134
2000,BRN,P85,1.92699313155814
2000,BRN,Q86T88,3.91127916845884
2000,BRN,R90T93,1.54593998193089
2000,BRN,S94T96,1.61927827830154
2000,CAN,F41T43,17.4732416240015
2000,CAN,G45T47,0.269649367671215
2000,CAN,H49,0.374371708138967
2000,CAN,H50,1.15380378368649
2000,CAN,H51,0.0442258984952693
2000,CAN,H52,3.92700304103516
2000,CAN,H53,2.46283197362636
2000,CAN,I55T56,0.353982961992759
2000,CAN,J58T60,1.68852848604313
2000,CAN,J61,2.44157419273078
2000,CAN,J62T63,1.00028146644116
2000,CAN,K64T66,6.37165296684961
2000,CAN,L68,2.92254124287259
2000,CAN,M69T75,1.05423713223037
2000,CAN,N77T82,0.549142307595457
2000,CAN,P85,0.241433992634077
2000,CAN,Q86T88,4.28564124163041
2000,CAN,R90T93,0.653113668374435
2000,CAN,S94T96,1.65029804099854
2000,CHE,F41T43,10.2178537345188
2000,CHE,G45T47,0.69260736924032
2000,CHE,H49,0.125358272388874
2000,CHE,H50,0.137904670236647
2000,CHE,H51,0.0851635238574771
2000,CHE,H52,4.536227882851
2000,CHE,H53,0.0663088468698414
2000,CHE,I55T56,0.65054501360986
2000,CHE,J58T60,0.420017391444528
2000,CHE,J61,1.06567017375729
2000,CHE,J62T63,0.416445117563026
2000,CHE,K64T66,2.31709688971715
2000,CHE,L68,4.94153826532446
2000,CHE,M69T75,3.62701195352471
2000,CHE,N77T82,11.1917905575308
2000,CHE,P85,0.699131987408521
2000,CHE,Q86T88,9.12028353003485
2000,CHE,R90T93,0.77586907846342
2000,CHE,S94T96,4.95028313021515
2000,CHL,F41T43,143.68247497514
2000,CHL,G45T47,0.305463305727043
2000,CHL,H49,0.0374269108376049
2000,CHL,H50,0.00991407552872324
2000,CHL,H51,0.0177590551027426
2000,CHL,H52,0.11754216034198
2000,CHL,H53,0.0136240989801218
2000,CHL,I55T56,0.0838046334131759
2000,CHL,J58T60,0.396237660730268
2000,CHL,J61,0.284483414808253
2000,CHL,J62T63,0.672172547139057
2000,CHL,K64T66,0.959209451793012
2000,CHL,L68,0.412331203674899
2000,CHL,M69T75,0.881104675743369
2000,CHL,N77T82,0.383194154409638
2000,CHL,P85,0.0817503535502577
2000,CHL,Q86T88,0.69502322398008
2000,CHL,R90T93,0.0575643446472901
2000,CHL,S94T96,0.235260642890272
2000,CHN,F41T43,1268.60993549512
2000,CHN,G45T47,0.129492386564518
2000,CHN,H49,0.012998614393563
2000,CHN,H50,0.0063535348654876
2000,CHN,H51,0.00599022676884154
2000,CHN,H52,0.0257661705742144
2000,CHN,H53,0.529258995011843
2000,CHN,I55T56,0.0266652870785697
2000,CHN,J58T60,0.09145437711345
2000,CHN,J61,0.192464861143968
2000,CHN,J62T63,0.165079113335325
2000,CHN,K64T66,1.4799936816338
2000,CHN,L68,0.0618701255874486
2000,CHN,M69T75,0.0516615948268219
2000,CHN,N77T82,0.0337511520782888
2000,CHN,P85,0.0595323100808728
2000,CHN,Q86T88,0.148680989868282
2000,CHN,R90T93,0.0464162042135449
2000,CHN,S94T96,0.207638128056343
2000,CIV,F41T43,0.148796352182075
2000,CIV,G45T47,0.016553550329285
2000,CIV,H49,0.00622070579787367
2000,CIV,H50,0.0162784933017453
2000,CIV,H51,0.0163706227525122
2000,CIV,H52,0.0132856090434759
2000,CIV,H53,0.0154653794044764
2000,CIV,I55T56,0.019151325807691
2000,CIV,J58T60,0.0392768087449886
2000,CIV,J61,0.0263482826352299
2000,CIV,J62T63,0.0152127313205208
2000,CIV,K64T66,0.355910929693359
2000,CIV,L68,0.118080017653503
2000,CIV,M69T75,0.0253506474561676
2000,CIV,N77T82,0.317350588127192
2000,CIV,P85,0.635787063259018
2000,CIV,Q86T88,0.951693727358055
2000,CIV,R90T93,0.234030949299694
2000,CIV,S94T96,0.526938000512845
2000,CMR,F41T43,1.03765606390449
2000,CMR,G45T47,0.0516881413830416
2000,CMR,H49,0.0195215603448787
2000,CMR,H50,0.0246286283414875
2000,CMR,H51,0.04608063906262
2000,CMR,H52,0.0525796033114582
2000,CMR,H53,0.0536296976431727
2000,CMR,I55T56,0.15003155044686
2000,CMR,J58T60,0.0288694698245941
2000,CMR,J61,0.0935574116760374
2000,CMR,J62T63,0.232868775853047
2000,CMR,K64T66,0.148092251940733
2000,CMR,L68,0.348783590963897
2000,CMR,M69T75,0.00733964422884102
2000,CMR,N77T82,0.00621744172812041
2000,CMR,P85,0.46532328517864
2000,CMR,Q86T88,3.02536323717315
2000,CMR,R90T93,0.0133018605683803
2000,CMR,S94T96,0.910234887750611
2000,COD,F41T43,1.03201292529559
2000,COD,G45T47,0.193660691866442
2000,COD,H49,0.0131568401910609
2000,COD,H50,0.0775309277128493
2000,COD,H51,0.239246557207844
2000,COD,H52,0.0757012473676041
2000,COD,H53,1.37346874654802
2000,COD,I55T56,0.049188864811742
2000,COD,J58T60,0.0690222319546292
2000,COD,J61,0.13440314634623
2000,COD,J62T63,0.14877832224467
2000,COD,K64T66,0.0996288393158977
2000,COD,L68,2.26523024855591
2000,COD,M69T75,0.0370190130642222
2000,COD,N77T82,0.249580951495068
2000,COD,P85,1.10794023701216
2000,COD,Q86T88,0.740555161255635
2000,COD,R90T93,0.254813691533293
2000,COD,S94T96,0.556083965866908
2000,COL,F41T43,16.9143461367563
2000,COL,G45T47,0.163615688766848
2000,COL,H49,0.0647693256262589
2000,COL,H50,0.127674771247315
2000,COL,H51,0.0224170342823038
2000,COL,H52,0.118588998252266
2000,COL,H53,0.0493020279948147
2000,COL,I55T56,0.077271628034008
2000,COL,J58T60,0.19562483853309
2000,COL,J61,0.22342159014135
2000,COL,J62T63,2.82742214749884
2000,COL,K64T66,1.66444634208361
2000,COL,L68,0.372716230774849
2000,COL,M69T75,0.624755763403529
2000,COL,N77T82,0.577927552732128
2000,COL,P85,0.136039660348261
2000,COL,Q86T88,0.715288750871022
2000,COL,R90T93,0.245649301429732
2000,COL,S94T96,0.433278884173943
2000,CRI,F41T43,9.73882307675228
2000,CRI,G45T47,0.161200864576299
2000,CRI,H49,0.0227509146676849
2000,CRI,H50,0.0175124912933244
2000,CRI,H51,0.026977882464019
2000,CRI,H52,0.0394318799384309
2000,CRI,H53,0.0750180283969119
2000,CRI,I55T56,0.00775530681702941
2000,CRI,J58T60,0.121379502326475
2000,CRI,J61,0.0261303102159427
2000,CRI,J62T63,0.00162922912946698
2000,CRI,K64T66,0.212244356973508
2000,CRI,L68,0.0255069677798169
2000,CRI,M69T75,0.000622377915178228
2000,CRI,N77T82,0.0541743652309493
2000,CRI,P85,0.00718637530775514
2000,CRI,Q86T88,0.0563964773523565
2000,CRI,R90T93,0.0144217754981389
2000,CRI,S94T96,0.0364732927563812
2000,CYP,F41T43,7.04717227281773
2000,CYP,G45T47,0.943096843508416
2000,CYP,H49,0.0796052647798437
2000,CYP,H50,0.162107396335032
2000,CYP,H51,0.00532278469915306
2000,CYP,H52,0.00742431193459477
2000,CYP,H53,0.0539844717284985
2000,CYP,I55T56,0.0514279943158411
2000,CYP,J58T60,0.258130587980214
2000,CYP,J61,0.0727395904883373
2000,CYP,J62T63,3.31299497912736
2000,CYP,K64T66,0.756749273204283
2000,CYP,L68,0.19252082479274
2000,CYP,M69T75,0.142957014422948
2000,CYP,N77T82,0.122296585594551
2000,CYP,P85,0.01367283609426
2000,CYP,Q86T88,0.033356800983175
2000,CYP,R90T93,0.012541634859005
2000,CYP,S94T96,0.0170304007892101
2000,CZE,F41T43,0.441830178187798
2000,CZE,G45T47,0.124078716517932
2000,CZE,H49,0.0064138377335989
2000,CZE,H50,0
2000,CZE,H51,0
2000,CZE,H52,0.0111108876284626
2000,CZE,H53,0
2000,CZE,I55T56,0.00201852710809886
2000,CZE,J58T60,0.00835185702856342
2000,CZE,J61,0
2000,CZE,J62T63,0.010894978944468
2000,CZE,K64T66,0.135724272452609
2000,CZE,L68,0.013721772109416
2000,CZE,M69T75,0.00554236464307634
2000,CZE,N77T82,0.0180932350388371
2000,CZE,P85,0
2000,CZE,Q86T88,0
2000,CZE,R90T93,0.000462550762642418
2000,CZE,S94T96,0
2000,DEU,F41T43,11.0495701166346
2000,DEU,G45T47,0.945125029410569
2000,DEU,H49,0.60760575272411
2000,DEU,H50,0.124465539991218
2000,DEU,H51,0.573694191219418
2000,DEU,H52,3.99617854129238
2000,DEU,H53,5.77158251289269
2000,DEU,I55T56,0.351413270367467
2000,DEU,J58T60,1.40290158825267
2000,DEU,J61,12.5863252187956
2000,DEU,J62T63,0.563739116328185
2000,DEU,K64T66,3.10917879814229
2000,DEU,L68,0.643444190025986
2000,DEU,M69T75,0.456785909697605
2000,DEU,N77T82,1.40798190727743
2000,DEU,P85,0.140276362999529
2000,DEU,Q86T88,8.66483271695264
2000,DEU,R90T93,0.261466243417903
2000,DEU,S94T96,1.06127506671502
2000,DNK,F41T43,3248.82794381705
2000,DNK,G45T47,0.964459073058635
2000,DNK,H49,0.369068745462086
2000,DNK,H50,0.139279231182299
2000,DNK,H51,0.0052213016688314
2000,DNK,H52,3.34447270252522
2000,DNK,H53,0.0706856859650647
2000,DNK,I55T56,1.02073347815932
2000,DNK,J58T60,2.81404669981868
2000,DNK,J61,0.411308423473842
2000,DNK,J62T63,0.581068298073682
2000,DNK,K64T66,0.394743793220076
2000,DNK,L68,1.86101878278629
2000,DNK,M69T75,0.977410965659876
2000,DNK,N77T82,3.82155296002423
2000,DNK,P85,1.80403529651616
2000,DNK,Q86T88,1.35420130170195
2000,DNK,R90T93,0.122370013442335
2000,DNK,S94T96,0.318117246484504
2000,EGY,F41T43,6.77653329833998
2000,EGY,G45T47,0.208900926770006
2000,EGY,H49,0.0113668776741042
2000,EGY,H50,0.00761461777025415
2000,EGY,H51,0.0203137426417187
2000,EGY,H52,0.0195579770961268
2000,EGY,H53,0.0492737782150944
2000,EGY,I55T56,0.0103198428044813
2000,EGY,J58T60,0.105732777464929
2000,EGY,J61,0.223269925891341
2000,EGY,J62T63,0.311930524460335
2000,EGY,K64T66,0.726356440485454
2000,EGY,L68,0.0733545847746546
2000,EGY,M69T75,0.0706695148897511
2000,EGY,N77T82,0.0555905006820955
2000,EGY,P85,0.0189286977557833
2000,EGY,Q86T88,0.146939240848606
2000,EGY,R90T93,0.099415807284829
2000,EGY,S94T96,0.0926651693734637
2000,ESP,F41T43,6.50682946835228
2000,ESP,G45T47,0.214997265715366
2000,ESP,H49,0.0325757064912916
2000,ESP,H50,0.0987635442788173
2000,ESP,H51,0.0133177284784594
2000,ESP,H52,0.231876053643227
2000,ESP,H53,0.0451830713007867
2000,ESP,I55T56,0.119050566534965
2000,ESP,J58T60,0.530898960307646
2000,ESP,J61,3.36971577167852
2000,ESP,J62T63,0.570229350544501
2000,ESP,K64T66,8.09092746425054
2000,ESP,L68,0.220809101746635
2000,ESP,M69T75,0.044342807420769
2000,ESP,N77T82,0.418422757795769
2000,ESP,P85,0.0215752840527977
2000,ESP,Q86T88,0.0938395519233286
2000,ESP,R90T93,0.174634061544297
2000,ESP,S94T96,0.0392922899442809
2000,EST,F41T43,2.4724713368881
2000,EST,G45T47,0.167752155838207
2000,EST,H49,0.0367722963207427
2000,EST,H50,0.0540698099203263
2000,EST,H51,0.00385122215887001
2000,EST,H52,0.0166483663909478
2000,EST,H53,0.0112451028002142
2000,EST,I55T56,0.0221851000338711
2000,EST,J58T60,0.20525118040251
2000,EST,J61,0.0184112184552799
2000,EST,J62T63,0.13657870512801
2000,EST,K64T66,0.104087340782985
2000,EST,L68,0.756533311128784
2000,EST,M69T75,0.390613694556297
2000,EST,N77T82,0.173309552166195
2000,EST,P85,0.0321736758943813
2000,EST,Q86T88,0.0324816820095148
2000,EST,R90T93,0.0464561629702609
2000,EST,S94T96,0.129377716324008
2000,EU27,F41T43,14.2701637283382
2000,EU27,G45T47,0.716148175829986
2000,EU27,H49,0.280442023386627
2000,EU27,H50,0.0884966856852116
2000,EU27,H51,0.119517729386028
2000,EU27,H52,0.865872636203791
2000,EU27,H53,2.31221791824335
2000,EU27,I55T56,0.118626307272978
2000,EU27,J58T60,1.12170619135385
2000,EU27,J61,3.67520669924482
2000,EU27,J62T63,0.604800615977553
2000,EU27,K64T66,5.33368618566161
2000,EU27,L68,0.348609169072896
2000,EU27,M69T75,0.609118604832288
2000,EU27,N77T82,0.66467781656902
2000,EU27,P85,0.106486603161991
2000,EU27,Q86T88,1.13309327274093
2000,EU27,R90T93,0.373894099051719
2000,EU27,S94T96,0.290388137268587
2000,FIN,F41T43,798.900770222282
2000,FIN,G45T47,1.12739345821746
2000,FIN,H49,0.129886216595971
2000,FIN,H50,0.390676110959248
2000,FIN,H51,0.0358706609970551
2000,FIN,H52,0.514828437412797
2000,FIN,H53,0.0192900424271979
2000,FIN,I55T56,0.602959468676694
2000,FIN,J58T60,2.10778465675861
2000,FIN,J61,1.96901770231951
2000,FIN,J62T63,3.02433257128895
2000,FIN,K64T66,28.3402546074656
2000,FIN,L68,0.323629210792341
2000,FIN,M69T75,0.297072650618929
2000,FIN,N77T82,0.935233981314829
2000,FIN,P85,0.0287420342410913
2000,FIN,Q86T88,1.28469996189322
2000,FIN,R90T93,0.148221976037348
2000,FIN,S94T96,0.0496357889244693
2000,FRA,F41T43,103.107455122616
2000,FRA,G45T47,0.758041771670464
2000,FRA,H49,0.304621002763263
2000,FRA,H50,0.00677447652688576
2000,FRA,H51,0.514571853370284
2000,FRA,H52,0.608158258092028
2000,FRA,H53,0.358058379868535
2000,FRA,I55T56,0.161542931447438
2000,FRA,J58T60,1.45161271242221
2000,FRA,J61,3.1142720639212
2000,FRA,J62T63,3.26799411761851
2000,FRA,K64T66,7.41269265544207
2000,FRA,L68,0.411781883512415
2000,FRA,M69T75,1.14818871440153
2000,FRA,N77T82,0.515047947187316
2000,FRA,P85,0.0879554426589639
2000,FRA,Q86T88,0.17946250983137
2000,FRA,R90T93,0.217901541420079
2000,FRA,S94T96,0.667717802331447
2000,GBR,F41T43,40.5453274772691
2000,GBR,G45T47,1.41036005257851
2000,GBR,H49,1.29158743551925
2000,GBR,H50,0.856261054442958
2000,GBR,H51,0.182885179382766
2000,GBR,H52,1.39495889454983
2000,GBR,H53,0.356283239141555
2000,GBR,I55T56,1.89087127804756
2000,GBR,J58T60,1.34518397951382
2000,GBR,J61,10.2197761438049
2000,GBR,J62T63,1.26941704115056
2000,GBR,K64T66,1.79823136172964
2000,GBR,L68,3.03568840329305
2000,GBR,M69T75,0.966213326253629
2000,GBR,N77T82,1.19104831628096
2000,GBR,P85,0.239679528971573
2000,GBR,Q86T88,7.65253622742334
2000,GBR,R90T93,0.442419987506003
2000,GBR,S94T96,13.5471678104688
2000,GRC,F41T43,2.36425063078179
2000,GRC,G45T47,0.038876990220111
2000,GRC,H49,0.000978476761088675
2000,GRC,H50,0.000521894214908856
2000,GRC,H51,0.000773215432508345
2000,GRC,H52,0.00932895357614179
2000,GRC,H53,0.0216245418410977
2000,GRC,I55T56,0.000227196705331549
2000,GRC,J58T60,0.00889827450109277
2000,GRC,J61,0.0072226169056628
2000,GRC,J62T63,0.00439967199419674
2000,GRC,K64T66,0.0410916764353614
2000,GRC,L68,0.00368944338419843
2000,GRC,M69T75,0.00135818545127436
2000,GRC,N77T82,0.00278909282618511
2000,GRC,P85,0.00194681002146128
2000,GRC,Q86T88,0.00909755931481973
2000,GRC,R90T93,0.27497598951206
2000,GRC,S94T96,0.00836495590351331
2000,HKG,F41T43,3.27942705456045
2000,HKG,G45T47,0.809732354358671
2000,HKG,H49,0.156359834257075
2000,HKG,H50,0.120920537627033
2000,HKG,H51,0.0446307720635305
2000,HKG,H52,4.32437168080532
2000,HKG,H53,0.651065659041083
2000,HKG,I55T56,0.45706935985614
2000,HKG,J58T60,0.494506074951427
2000,HKG,J61,0.897977415126311
2000,HKG,J62T63,0.722652694127587
2000,HKG,K64T66,0.316674032537621
2000,HKG,L68,3.73454253201947
2000,HKG,M69T75,0.714539244545545
2000,HKG,N77T82,1.47856864833363
2000,HKG,P85,0.0621643553217839
2000,HKG,Q86T88,1.30654251452958
2000,HKG,R90T93,0.111531627155693
2000,HKG,S94T96,1.25527916185968
2000,HRV,F41T43,0.189893260794029
2000,HRV,G45T47,0.13578248837296
2000,HRV,H49,0.0107008311019524
2000,HRV,H50,0.00022493555687805
2000,HRV,H51,0.00161385714987253
2000,HRV,H52,0.0350057704802624
2000,HRV,H53,0
2000,HRV,I55T56,0.00288056012816058
2000,HRV,J58T60,0.0663584229718878
2000,HRV,J61,0.00130658643449836
2000,HRV,J62T63,0.0780521818944036
2000,HRV,K64T66,0.141842593279572
2000,HRV,L68,0.00941523520531266
2000,HRV,M69T75,0.0283064678087678
2000,HRV,N77T82,0.0218822608087252
2000,HRV,P85,0
2000,HRV,Q86T88,0.00514181368143764
2000,HRV,R90T93,0
2000,HRV,S94T96,0.0252825607753995
2000,HUN,F41T43,0.128885810369032
2000,HUN,G45T47,0.107158039029466
2000,HUN,H49,0.0131160526206331
2000,HUN,H50,0
2000,HUN,H51,0
2000,HUN,H52,0.00625973181983209
2000,HUN,H53,0
2000,HUN,I55T56,0.00491495454920862
2000,HUN,J58T60,0.00585853444917458
2000,HUN,J61,0
2000,HUN,J62T63,0.0224985486823834
2000,HUN,K64T66,0.00440582766064041
2000,HUN,L68,0.00946727631134372
2000,HUN,M69T75,0.00307481756319989
2000,HUN,N77T82,0.0016283609495097
2000,HUN,P85,0
2000,HUN,Q86T88,0
2000,HUN,R90T93,0
2000,HUN,S94T96,0
2000,IDN,F41T43,0.217968417467896
2000,IDN,G45T47,0.0876866953907429
2000,IDN,H49,0.00843746139984448
2000,IDN,H50,0.00812609891943474
2000,IDN,H51,0.0139289817418873
2000,IDN,H52,0.0646337690122926
2000,IDN,H53,0.0142242427044358
2000,IDN,I55T56,0.00863622546041833
2000,IDN,J58T60,0.0552262353544093
2000,IDN,J61,0.122578990608824
2000,IDN,J62T63,2.86390226735338
2000,IDN,K64T66,0.811258297462496
2000,IDN,L68,0.0487765835254585
2000,IDN,M69T75,0.0619338244977239
2000,IDN,N77T82,0.0450701481373303
2000,IDN,P85,0.0758250572183489
2000,IDN,Q86T88,0.108893532122929
2000,IDN,R90T93,0.0438098939496061
2000,IDN,S94T96,0.11050302194847
2000,IND,F41T43,0.936969407130682
2000,IND,G45T47,0.0908062818549101
2000,IND,H49,0.0165001657731659
2000,IND,H50,0.115998858039788
2000,IND,H51,0.0303953378871815
2000,IND,H52,0.0459181541851249
2000,IND,H53,0.264221166455533
2000,IND,I55T56,0.00363732616026694
2000,IND,J58T60,0.0394588898606384
2000,IND,J61,0.264018543115798
2000,IND,J62T63,0.0358337660998217
2000,IND,K64T66,0.254124431555137
2000,IND,L68,0.0195400621818476
2000,IND,M69T75,0.0718405140279762
2000,IND,N77T82,0.0446084165135647
2000,IND,P85,0.107855531029417
2000,IND,Q86T88,0.186689193154263
2000,IND,R90T93,0.0641809681844668
2000,IND,S94T96,0.162639980265783
2000,IRL,F41T43,2430.74589023024
2000,IRL,G45T47,0.390623751717502
2000,IRL,H49,0.0732919758476421
2000,IRL,H50,0.147445464782593
2000,IRL,H51,0.0145508296505433
2000,IRL,H52,0.302918139436248
2000,IRL,H53,0.00723152625607003
2000,IRL,I55T56,0.147197180800887
2000,IRL,J58T60,0.127612867258213
2000,IRL,J61,0.016995645031352
2000,IRL,J62T63,0.0821163570044354
2000,IRL,K64T66,0.417175597014937
2000,IRL,L68,0.294916085360477
2000,IRL,M69T75,1.76702560388515
2000,IRL,N77T82,0.202767656166779
2000,IRL,P85,0.368394907581733
2000,IRL,Q86T88,0.833367885303054
2000,IRL,R90T93,6.61119720413591
2000,IRL,S94T96,0.0180344618248281
